token,top_100_comment_count,rank_300_500_comment_count,top_100_comments_per_1000,rank_300_500_comments_per_1000,comments_per_1000_diff,rate_ratio,dominant_group
recipes,7,5,2.06,0.98,1.07,2.091,top_100
replace,7,5,2.06,0.98,1.07,2.091,top_100
showing,7,5,2.06,0.98,1.07,2.091,top_100
community,15,17,4.41,3.34,1.06,1.3178,top_100
disabled,15,17,4.41,3.34,1.06,1.3178,top_100
happens,15,17,4.41,3.34,1.06,1.3178,top_100
inventory,23,29,6.76,5.7,1.05,1.1845,top_100
people,30,50,8.81,9.83,-1.02,0.8961,rank_300_500
added,26,44,7.64,8.65,-1.02,0.8825,rank_300_500
changing,8,17,2.35,3.34,-0.99,0.7028,rank_300_500
conflict,8,17,2.35,3.34,-0.99,0.7028,rank_300_500
annoying,6,14,1.76,2.75,-0.99,0.6401,rank_300_500
god,6,14,1.76,2.75,-0.99,0.6401,rank_300_500
saying,6,14,1.76,2.75,-0.99,0.6401,rank_300_500
additional,4,11,1.18,2.16,-0.99,0.5431,rank_300_500
appears,4,11,1.18,2.16,-0.99,0.5431,rank_300_500
dies,4,11,1.18,2.16,-0.99,0.5431,rank_300_500
sounds,4,11,1.18,2.16,-0.99,0.5431,rank_300_500
attacked,2,8,0.59,1.57,-0.99,0.3734,rank_300_500
crying,2,8,0.59,1.57,-0.99,0.3734,rank_300_500
drops,2,8,0.59,1.57,-0.99,0.3734,rank_300_500
follow,2,8,0.59,1.57,-0.99,0.3734,rank_300_500
gone,2,8,0.59,1.57,-0.99,0.3734,rank_300_500
haha,2,8,0.59,1.57,-0.99,0.3734,rank_300_500
messages,2,8,0.59,1.57,-0.99,0.3734,rank_300_500
rot,2,8,0.59,1.57,-0.99,0.3734,rank_300_500
share,2,8,0.59,1.57,-0.99,0.3734,rank_300_500
teleport,2,8,0.59,1.57,-0.99,0.3734,rank_300_500
touch,2,8,0.59,1.57,-0.99,0.3734,rank_300_500
whether,2,8,0.59,1.57,-0.99,0.3734,rank_300_500
within,2,8,0.59,1.57,-0.99,0.3734,rank_300_500
connection,6,4,1.76,0.79,0.98,2.2403,top_100
everytime,6,4,1.76,0.79,0.98,2.2403,top_100
fires,6,4,1.76,0.79,0.98,2.2403,top_100
given,6,4,1.76,0.79,0.98,2.2403,top_100
previous,6,4,1.76,0.79,0.98,2.2403,top_100
russian,6,4,1.76,0.79,0.98,2.2403,top_100
target,6,4,1.76,0.79,0.98,2.2403,top_100
uncompromising,6,4,1.76,0.79,0.98,2.2403,top_100
blue,10,10,2.94,1.97,0.97,1.4935,top_100
icon,10,10,2.94,1.97,0.97,1.4935,top_100
language,10,10,2.94,1.97,0.97,1.4935,top_100
cd,8,7,2.35,1.38,0.97,1.7069,top_100
evil,8,7,2.35,1.38,0.97,1.7069,top_100
normally,8,7,2.35,1.38,0.97,1.7069,top_100
storage,8,7,2.35,1.38,0.97,1.7069,top_100
today,8,7,2.35,1.38,0.97,1.7069,top_100
request,18,22,5.29,4.33,0.96,1.222,top_100
true,18,22,5.29,4.33,0.96,1.222,top_100
features,16,19,4.7,3.74,0.96,1.2577,top_100
problem,51,81,14.98,15.93,-0.95,0.9404,rank_300_500
instead,26,34,7.64,6.69,0.95,1.1421,top_100
each,15,27,4.41,5.31,-0.9,0.8297,rank_300_500
removed,11,21,3.23,4.13,-0.9,0.7823,rank_300_500
text,7,15,2.06,2.95,-0.89,0.697,rank_300_500
unless,7,15,2.06,2.95,-0.89,0.697,rank_300_500
between,5,12,1.47,2.36,-0.89,0.6223,rank_300_500
comes,5,12,1.47,2.36,-0.89,0.6223,rank_300_500
created,5,12,1.47,2.36,-0.89,0.6223,rank_300_500
definitely,5,12,1.47,2.36,-0.89,0.6223,rank_300_500
especially,5,12,1.47,2.36,-0.89,0.6223,rank_300_500
forever,5,12,1.47,2.36,-0.89,0.6223,rank_300_500
cuz,3,9,0.88,1.77,-0.89,0.4978,rank_300_500
extremely,3,9,0.88,1.77,-0.89,0.4978,rank_300_500
kleientertainment,3,9,0.88,1.77,-0.89,0.4978,rank_300_500
online,3,9,0.88,1.77,-0.89,0.4978,rank_300_500
several,3,9,0.88,1.77,-0.89,0.4978,rank_300_500
shouldn't,3,9,0.88,1.77,-0.89,0.4978,rank_300_500
supported,3,9,0.88,1.77,-0.89,0.4978,rank_300_500
three,3,9,0.88,1.77,-0.89,0.4978,rank_300_500
took,3,9,0.88,1.77,-0.89,0.4978,rank_300_500
upgrade,3,9,0.88,1.77,-0.89,0.4978,rank_300_500
active,7,6,2.06,1.18,0.88,1.7425,top_100
common,7,6,2.06,1.18,0.88,1.7425,top_100
disappear,7,6,2.06,1.18,0.88,1.7425,top_100
flower,7,6,2.06,1.18,0.88,1.7425,top_100
state,7,6,2.06,1.18,0.88,1.7425,top_100
control,5,3,1.47,0.59,0.88,2.4892,top_100
kept,5,3,1.47,0.59,0.88,2.4892,top_100
known,5,3,1.47,0.59,0.88,2.4892,top_100
loaded,5,3,1.47,0.59,0.88,2.4892,top_100
positions,5,3,1.47,0.59,0.88,2.4892,top_100
somewhere,5,3,1.47,0.59,0.88,2.4892,top_100
tag,5,3,1.47,0.59,0.88,2.4892,top_100
windows,5,3,1.47,0.59,0.88,2.4892,top_100
wtf,5,3,1.47,0.59,0.88,2.4892,top_100
beefalo,13,15,3.82,2.95,0.87,1.2944,top_100
sadly,13,15,3.82,2.95,0.87,1.2944,top_100
super,11,12,3.23,2.36,0.87,1.3691,top_100
turned,9,9,2.64,1.77,0.87,1.4935,top_100
let,26,43,7.64,8.46,-0.82,0.9031,rank_300_500
tell,18,31,5.29,6.1,-0.81,0.8672,rank_300_500
crafting,16,28,4.7,5.51,-0.81,0.8534,rank_300_500
wrong,14,25,4.11,4.92,-0.8,0.8364,rank_300_500
either,12,22,3.53,4.33,-0.8,0.8147,rank_300_500
small,10,19,2.94,3.74,-0.8,0.7861,rank_300_500
ui,10,19,2.94,3.74,-0.8,0.7861,rank_300_500
adventures,6,13,1.76,2.56,-0.79,0.6893,rank_300_500
amount,6,13,1.76,2.56,-0.79,0.6893,rank_300_500
api,6,13,1.76,2.56,-0.79,0.6893,rank_300_500
close,6,13,1.76,2.56,-0.79,0.6893,rank_300_500
color,6,13,1.76,2.56,-0.79,0.6893,rank_300_500
ai,4,10,1.18,1.97,-0.79,0.5974,rank_300_500
built,4,10,1.18,1.97,-0.79,0.5974,rank_300_500
wanna,4,10,1.18,1.97,-0.79,0.5974,rank_300_500
admin,2,7,0.59,1.38,-0.79,0.4267,rank_300_500
becomes,2,7,0.59,1.38,-0.79,0.4267,rank_300_500
delete,2,7,0.59,1.38,-0.79,0.4267,rank_300_500
destroy,2,7,0.59,1.38,-0.79,0.4267,rank_300_500
increased,2,7,0.59,1.38,-0.79,0.4267,rank_300_500
keeping,2,7,0.59,1.38,-0.79,0.4267,rank_300_500
mostly,2,7,0.59,1.38,-0.79,0.4267,rank_300_500
mr,2,7,0.59,1.38,-0.79,0.4267,rank_300_500
offline,2,7,0.59,1.38,-0.79,0.4267,rank_300_500
placement,2,7,0.59,1.38,-0.79,0.4267,rank_300_500
quality,2,7,0.59,1.38,-0.79,0.4267,rank_300_500
resources,2,7,0.59,1.38,-0.79,0.4267,rank_300_500
source,2,7,0.59,1.38,-0.79,0.4267,rank_300_500
winona,2,7,0.59,1.38,-0.79,0.4267,rank_300_500
gg,8,8,2.35,1.57,0.78,1.4935,top_100
include,8,8,2.35,1.57,0.78,1.4935,top_100
info,8,8,2.35,1.57,0.78,1.4935,top_100
whatever,8,8,2.35,1.57,0.78,1.4935,top_100
continue,6,5,1.76,0.98,0.78,1.7922,top_100
internet,6,5,1.76,0.98,0.78,1.7922,top_100
mine,6,5,1.76,0.98,0.78,1.7922,top_100
necessary,6,5,1.76,0.98,0.78,1.7922,top_100
older,6,5,1.76,0.98,0.78,1.7922,top_100
pause,6,5,1.76,0.98,0.78,1.7922,top_100
wegame,16,20,4.7,3.93,0.77,1.1948,top_100
forward,14,17,4.11,3.34,0.77,1.23,top_100
latest,14,17,4.11,3.34,0.77,1.23,top_100
overall,14,17,4.11,3.34,0.77,1.23,top_100
por,12,14,3.53,2.75,0.77,1.2802,top_100
ago,10,11,2.94,2.16,0.77,1.3578,top_100
until,24,32,7.05,6.29,0.76,1.1202,top_100
possible,33,53,9.69,10.42,-0.73,0.9299,rank_300_500
might,21,35,6.17,6.88,-0.72,0.8961,rank_300_500
longer,19,32,5.58,6.29,-0.71,0.8868,rank_300_500
comment,13,23,3.82,4.52,-0.7,0.8442,rank_300_500
far,13,23,3.82,4.52,-0.7,0.8442,rank_300_500
sometimes,13,23,3.82,4.52,-0.7,0.8442,rank_300_500
fuel,11,20,3.23,3.93,-0.7,0.8214,rank_300_500
link,11,20,3.23,3.93,-0.7,0.8214,rank_300_500
um,11,20,3.23,3.93,-0.7,0.8214,rank_300_500
ones,9,17,2.64,3.34,-0.7,0.7907,rank_300_500
causing,7,14,2.06,2.75,-0.7,0.7468,rank_300_500
creators,7,14,2.06,2.75,-0.7,0.7468,rank_300_500
glad,7,14,2.06,2.75,-0.7,0.7468,rank_300_500
rather,7,14,2.06,2.75,-0.7,0.7468,rank_300_500
solo,5,11,1.47,2.16,-0.69,0.6789,rank_300_500
starting,5,11,1.47,2.16,-0.69,0.6789,rank_300_500
supposed,5,11,1.47,2.16,-0.69,0.6789,rank_300_500
anyways,3,8,0.88,1.57,-0.69,0.5601,rank_300_500
empty,3,8,0.88,1.57,-0.69,0.5601,rank_300_500
following,3,8,0.88,1.57,-0.69,0.5601,rank_300_500
forest,3,8,0.88,1.57,-0.69,0.5601,rank_300_500
huge,3,8,0.88,1.57,-0.69,0.5601,rank_300_500
none,3,8,0.88,1.57,-0.69,0.5601,rank_300_500
owner,3,8,0.88,1.57,-0.69,0.5601,rank_300_500
radius,3,8,0.88,1.57,-0.69,0.5601,rank_300_500
screenshot,3,8,0.88,1.57,-0.69,0.5601,rank_300_500
unable,3,8,0.88,1.57,-0.69,0.5601,rank_300_500
walking,3,8,0.88,1.57,-0.69,0.5601,rank_300_500
went,3,8,0.88,1.57,-0.69,0.5601,rank_300_500
display,9,10,2.64,1.97,0.68,1.3442,top_100
stuck,9,10,2.64,1.97,0.68,1.3442,top_100
unfortunately,9,10,2.64,1.97,0.68,1.3442,top_100
boat,7,7,2.06,1.38,0.68,1.4935,top_100
general,7,7,2.06,1.38,0.68,1.4935,top_100
ground,7,7,2.06,1.38,0.68,1.4935,top_100
stone,7,7,2.06,1.38,0.68,1.4935,top_100
bueno,5,4,1.47,0.79,0.68,1.8669,top_100
bugged,5,4,1.47,0.79,0.68,1.8669,top_100
china,5,4,1.47,0.79,0.68,1.8669,top_100
cursor,5,4,1.47,0.79,0.68,1.8669,top_100
equipment,5,4,1.47,0.79,0.68,1.8669,top_100
hover,5,4,1.47,0.79,0.68,1.8669,top_100
hovering,5,4,1.47,0.79,0.68,1.8669,top_100
implemented,5,4,1.47,0.79,0.68,1.8669,top_100
mac,5,4,1.47,0.79,0.68,1.8669,top_100
moving,5,4,1.47,0.79,0.68,1.8669,top_100
origin,5,4,1.47,0.79,0.68,1.8669,top_100
smart,5,4,1.47,0.79,0.68,1.8669,top_100
staff,5,4,1.47,0.79,0.68,1.8669,top_100
til,5,4,1.47,0.79,0.68,1.8669,top_100
wigfrid,5,4,1.47,0.79,0.68,1.8669,top_100
willow,5,4,1.47,0.79,0.68,1.8669,top_100
enable,15,19,4.41,3.74,0.67,1.1791,top_100
special,15,19,4.41,3.74,0.67,1.1791,top_100
welcome,15,19,4.41,3.74,0.67,1.1791,top_100
system,13,16,3.82,3.15,0.67,1.2135,top_100
means,11,13,3.23,2.56,0.67,1.2638,top_100
cause,29,40,8.52,7.87,0.65,1.0828,top_100
long,27,37,7.93,7.28,0.65,1.0899,top_100
muito,27,37,7.93,7.28,0.65,1.0899,top_100
bob,55,79,16.16,15.54,0.62,1.0398,top_100
man,14,24,4.11,4.72,-0.61,0.8712,rank_300_500
tested,10,18,2.94,3.54,-0.6,0.8297,rank_300_500
comments,8,15,2.35,2.95,-0.6,0.7966,rank_300_500
custom,8,15,2.35,2.95,-0.6,0.7966,rank_300_500
actual,6,12,1.76,2.36,-0.6,0.7468,rank_300_500
below,6,12,1.76,2.36,-0.6,0.7468,rank_300_500
damn,4,9,1.18,1.77,-0.6,0.6638,rank_300_500
disappeared,4,9,1.18,1.77,-0.6,0.6638,rank_300_500
easily,4,9,1.18,1.77,-0.6,0.6638,rank_300_500
hamlet,4,9,1.18,1.77,-0.6,0.6638,rank_300_500
implement,4,9,1.18,1.77,-0.6,0.6638,rank_300_500
intended,4,9,1.18,1.77,-0.6,0.6638,rank_300_500
killed,4,9,1.18,1.77,-0.6,0.6638,rank_300_500
shame,4,9,1.18,1.77,-0.6,0.6638,rank_300_500
chests,2,6,0.59,1.18,-0.59,0.4978,rank_300_500
craftable,2,6,0.59,1.18,-0.59,0.4978,rank_300_500
crazy,2,6,0.59,1.18,-0.59,0.4978,rank_300_500
creature,2,6,0.59,1.18,-0.59,0.4978,rank_300_500
design,2,6,0.59,1.18,-0.59,0.4978,rank_300_500
dropping,2,6,0.59,1.18,-0.59,0.4978,rank_300_500
exist,2,6,0.59,1.18,-0.59,0.4978,rank_300_500
frame,2,6,0.59,1.18,-0.59,0.4978,rank_300_500
functional,2,6,0.59,1.18,-0.59,0.4978,rank_300_500
gave,2,6,0.59,1.18,-0.59,0.4978,rank_300_500
glitch,2,6,0.59,1.18,-0.59,0.4978,rank_300_500
hands,2,6,0.59,1.18,-0.59,0.4978,rank_300_500
hear,2,6,0.59,1.18,-0.59,0.4978,rank_300_500
important,2,6,0.59,1.18,-0.59,0.4978,rank_300_500
lines,2,6,0.59,1.18,-0.59,0.4978,rank_300_500
ma,2,6,0.59,1.18,-0.59,0.4978,rank_300_500
mention,2,6,0.59,1.18,-0.59,0.4978,rank_300_500
plant,2,6,0.59,1.18,-0.59,0.4978,rank_300_500
ruins,2,6,0.59,1.18,-0.59,0.4978,rank_300_500
somewhat,2,6,0.59,1.18,-0.59,0.4978,rank_300_500
tags,2,6,0.59,1.18,-0.59,0.4978,rank_300_500
texture,2,6,0.59,1.18,-0.59,0.4978,rank_300_500
uploaded,2,6,0.59,1.18,-0.59,0.4978,rank_300_500
inside,10,12,2.94,2.36,0.58,1.2446,top_100
sad,8,9,2.35,1.77,0.58,1.3276,top_100
crock,6,6,1.76,1.18,0.58,1.4935,top_100
disappears,6,6,1.76,1.18,0.58,1.4935,top_100
est,6,6,1.76,1.18,0.58,1.4935,top_100
eu,6,6,1.76,1.18,0.58,1.4935,top_100
github,6,6,1.76,1.18,0.58,1.4935,top_100
module,6,6,1.76,1.18,0.58,1.4935,top_100
remember,6,6,1.76,1.18,0.58,1.4935,top_100
soul,6,6,1.76,1.18,0.58,1.4935,top_100
write,6,6,1.76,1.18,0.58,1.4935,top_100
dedicated,14,18,4.11,3.54,0.57,1.1616,top_100
platform,12,15,3.53,2.95,0.57,1.1948,top_100
mode,26,36,7.64,7.08,0.56,1.0787,top_100
world,49,76,14.39,14.95,-0.55,0.9629,rank_300_500
try,41,64,12.04,12.59,-0.54,0.9568,rank_300_500
free,13,22,3.82,4.33,-0.51,0.8825,rank_300_500
host,11,19,3.23,3.74,-0.51,0.8647,rank_300_500
return,11,19,3.23,3.74,-0.51,0.8647,rank_300_500
extra,9,16,2.64,3.15,-0.5,0.8401,rank_300_500
moon,7,13,2.06,2.56,-0.5,0.8042,rank_300_500
under,7,13,2.06,2.56,-0.5,0.8042,rank_300_500
basically,5,10,1.47,1.97,-0.5,0.7468,rank_300_500
btw,5,10,1.47,1.97,-0.5,0.7468,rank_300_500
loot,5,10,1.47,1.97,-0.5,0.7468,rank_300_500
poop,5,10,1.47,1.97,-0.5,0.7468,rank_300_500
qaq,5,10,1.47,1.97,-0.5,0.7468,rank_300_500
adventure,3,7,0.88,1.38,-0.5,0.6401,rank_300_500
allows,3,7,0.88,1.38,-0.5,0.6401,rank_300_500
hate,3,7,0.88,1.38,-0.5,0.6401,rank_300_500
it'll,3,7,0.88,1.38,-0.5,0.6401,rank_300_500
lantern,3,7,0.88,1.38,-0.5,0.6401,rank_300_500
often,3,7,0.88,1.38,-0.5,0.6401,rank_300_500
ontick,3,7,0.88,1.38,-0.5,0.6401,rank_300_500
released,3,7,0.88,1.38,-0.5,0.6401,rank_300_500
spawning,3,7,0.88,1.38,-0.5,0.6401,rank_300_500
suggest,3,7,0.88,1.38,-0.5,0.6401,rank_300_500
suggestions,3,7,0.88,1.38,-0.5,0.6401,rank_300_500
temperature,3,7,0.88,1.38,-0.5,0.6401,rank_300_500
wood,3,7,0.88,1.38,-0.5,0.6401,rank_300_500
worlds,3,7,0.88,1.38,-0.5,0.6401,rank_300_500
worry,3,7,0.88,1.38,-0.5,0.6401,rank_300_500
zoom,3,7,0.88,1.38,-0.5,0.6401,rank_300_500
adorable,5,5,1.47,0.98,0.49,1.4935,top_100
anim,5,5,1.47,0.98,0.49,1.4935,top_100
area,5,5,1.47,0.98,0.49,1.4935,top_100
ele,5,5,1.47,0.98,0.49,1.4935,top_100
entering,5,5,1.47,0.98,0.49,1.4935,top_100
install,5,5,1.47,0.98,0.49,1.4935,top_100
perhaps,5,5,1.47,0.98,0.49,1.4935,top_100
section,5,5,1.47,0.98,0.49,1.4935,top_100
specific,5,5,1.47,0.98,0.49,1.4935,top_100
tem,5,5,1.47,0.98,0.49,1.4935,top_100
dear,13,17,3.82,3.34,0.48,1.1421,top_100
missing,11,14,3.23,2.75,0.48,1.1735,top_100
break,9,11,2.64,2.16,0.48,1.222,top_100
asking,7,8,2.06,1.57,0.48,1.3068,top_100
improved,7,8,2.06,1.57,0.48,1.3068,top_100
picking,7,8,2.06,1.57,0.48,1.3068,top_100
they're,7,8,2.06,1.57,0.48,1.3068,top_100
probably,17,23,4.99,4.52,0.47,1.1039,top_100
last,31,44,9.11,8.65,0.45,1.0523,top_100
adding,16,26,4.7,5.11,-0.41,0.9191,rank_300_500
credit,12,20,3.53,3.93,-0.41,0.8961,rank_300_500
issues,10,17,2.94,3.34,-0.41,0.8786,rank_300_500
noticed,10,17,2.94,3.34,-0.41,0.8786,rank_300_500
through,10,17,2.94,3.34,-0.41,0.8786,rank_300_500
current,8,14,2.35,2.75,-0.4,0.8534,rank_300_500
gonna,8,14,2.35,2.75,-0.4,0.8534,rank_300_500
search,8,14,2.35,2.75,-0.4,0.8534,rank_300_500
authors,6,11,1.76,2.16,-0.4,0.8147,rank_300_500
otherwise,6,11,1.76,2.16,-0.4,0.8147,rank_300_500
epic,4,8,1.18,1.57,-0.4,0.7468,rank_300_500
eye,4,8,1.18,1.57,-0.4,0.7468,rank_300_500
figured,4,8,1.18,1.57,-0.4,0.7468,rank_300_500
lunar,4,8,1.18,1.57,-0.4,0.7468,rank_300_500
saw,4,8,1.18,1.57,-0.4,0.7468,rank_300_500
strings,4,8,1.18,1.57,-0.4,0.7468,rank_300_500
broke,6,7,1.76,1.38,0.39,1.2802,top_100
edit,6,7,1.76,1.38,0.39,1.2802,top_100
si,6,7,1.76,1.38,0.39,1.2802,top_100
ao,4,4,1.18,0.79,0.39,1.4935,top_100
calling,4,4,1.18,0.79,0.39,1.4935,top_100
confirm,4,4,1.18,0.79,0.39,1.4935,top_100
constant,4,4,1.18,0.79,0.39,1.4935,top_100
constantly,4,4,1.18,0.79,0.39,1.4935,top_100
handy,4,4,1.18,0.79,0.39,1.4935,top_100
home,4,4,1.18,0.79,0.39,1.4935,top_100
looked,4,4,1.18,0.79,0.39,1.4935,top_100
mob,4,4,1.18,0.79,0.39,1.4935,top_100
mushroom,4,4,1.18,0.79,0.39,1.4935,top_100
officially,4,4,1.18,0.79,0.39,1.4935,top_100
ol,4,4,1.18,0.79,0.39,1.4935,top_100
placed,4,4,1.18,0.79,0.39,1.4935,top_100
pump,4,4,1.18,0.79,0.39,1.4935,top_100
respawn,4,4,1.18,0.79,0.39,1.4935,top_100
resurrect,4,4,1.18,0.79,0.39,1.4935,top_100
rip,4,4,1.18,0.79,0.39,1.4935,top_100
servidor,4,4,1.18,0.79,0.39,1.4935,top_100
skilltree,4,4,1.18,0.79,0.39,1.4935,top_100
solve,4,4,1.18,0.79,0.39,1.4935,top_100
tool,4,4,1.18,0.79,0.39,1.4935,top_100
translations,4,4,1.18,0.79,0.39,1.4935,top_100
twice,4,4,1.18,0.79,0.39,1.4935,top_100
remove,14,19,4.11,3.74,0.38,1.1005,top_100
left,10,13,2.94,2.56,0.38,1.1489,top_100
page,10,13,2.94,2.56,0.38,1.1489,top_100
updating,10,13,2.94,2.56,0.38,1.1489,top_100
aren't,8,10,2.35,1.97,0.38,1.1948,top_100
meu,8,10,2.35,1.97,0.38,1.1948,top_100
servers,8,10,2.35,1.97,0.38,1.1948,top_100
turn,18,25,5.29,4.92,0.37,1.0753,top_100
agree,16,22,4.7,4.33,0.37,1.0862,top_100
isn't,16,22,4.7,4.33,0.37,1.0862,top_100
seems,38,55,11.16,10.82,0.35,1.0319,top_100
use,114,172,33.49,33.83,-0.34,0.9899,rank_300_500
start,27,42,7.93,8.26,-0.33,0.9601,rank_300_500
enter,9,15,2.64,2.95,-0.31,0.8961,rank_300_500
goes,9,15,2.64,2.95,-0.31,0.8961,rank_300_500
what's,9,15,2.64,2.95,-0.31,0.8961,rank_300_500
easier,7,12,2.06,2.36,-0.3,0.8712,rank_300_500
exactly,7,12,2.06,2.36,-0.3,0.8712,rank_300_500
ur,7,12,2.06,2.36,-0.3,0.8712,rank_300_500
rework,5,9,1.47,1.77,-0.3,0.8297,rank_300_500
structures,5,9,1.47,1.77,-0.3,0.8297,rank_300_500
thinking,5,9,1.47,1.77,-0.3,0.8297,rank_300_500
turns,5,9,1.47,1.77,-0.3,0.8297,rank_300_500
yourself,5,9,1.47,1.77,-0.3,0.8297,rank_300_500
attacks,3,6,0.88,1.18,-0.3,0.7468,rank_300_500
birds,3,6,0.88,1.18,-0.3,0.7468,rank_300_500
boa,3,6,0.88,1.18,-0.3,0.7468,rank_300_500
care,3,6,0.88,1.18,-0.3,0.7468,rank_300_500
clicking,3,6,0.88,1.18,-0.3,0.7468,rank_300_500
correctly,3,6,0.88,1.18,-0.3,0.7468,rank_300_500
describe,3,6,0.88,1.18,-0.3,0.7468,rank_300_500
except,3,6,0.88,1.18,-0.3,0.7468,rank_300_500
loss,3,6,0.88,1.18,-0.3,0.7468,rank_300_500
massive,3,6,0.88,1.18,-0.3,0.7468,rank_300_500
nao,3,6,0.88,1.18,-0.3,0.7468,rank_300_500
quickly,3,6,0.88,1.18,-0.3,0.7468,rank_300_500
runscheduler,3,6,0.88,1.18,-0.3,0.7468,rank_300_500
scheduler,3,6,0.88,1.18,-0.3,0.7468,rank_300_500
turning,3,6,0.88,1.18,-0.3,0.7468,rank_300_500
upon,3,6,0.88,1.18,-0.3,0.7468,rank_300_500
usefull,3,6,0.88,1.18,-0.3,0.7468,rank_300_500
visible,3,6,0.88,1.18,-0.3,0.7468,rank_300_500
weapon,7,9,2.06,1.77,0.29,1.1616,top_100
abandoned,5,6,1.47,1.18,0.29,1.2446,top_100
building,5,6,1.47,1.18,0.29,1.2446,top_100
combined,5,6,1.47,1.18,0.29,1.2446,top_100
console,5,6,1.47,1.18,0.29,1.2446,top_100
directly,5,6,1.47,1.18,0.29,1.2446,top_100
happy,5,6,1.47,1.18,0.29,1.2446,top_100
major,5,6,1.47,1.18,0.29,1.2446,top_100
modify,5,6,1.47,1.18,0.29,1.2446,top_100
moment,5,6,1.47,1.18,0.29,1.2446,top_100
outside,5,6,1.47,1.18,0.29,1.2446,top_100
properly,5,6,1.47,1.18,0.29,1.2446,top_100
wx,5,6,1.47,1.18,0.29,1.2446,top_100
move,15,21,4.41,4.13,0.28,1.0668,top_100
files,11,15,3.23,2.95,0.28,1.0953,top_100
mas,9,12,2.64,2.36,0.28,1.1202,top_100
full,19,27,5.58,5.31,0.27,1.051,top_100
while,42,64,12.34,12.59,-0.25,0.9801,rank_300_500
used,28,43,8.23,8.46,-0.23,0.9725,rank_300_500
default,26,40,7.64,7.87,-0.23,0.9708,rank_300_500
klei,22,34,6.46,6.69,-0.22,0.9664,rank_300_500
hit,8,13,2.35,2.56,-0.21,0.9191,rank_300_500
collections,6,10,1.76,1.97,-0.2,0.8961,rank_300_500
feels,6,10,1.76,1.97,-0.2,0.8961,rank_300_500
green,6,10,1.76,1.97,-0.2,0.8961,rank_300_500
hat,6,10,1.76,1.97,-0.2,0.8961,rank_300_500
obrigado,6,10,1.76,1.97,-0.2,0.8961,rank_300_500
order,6,10,1.76,1.97,-0.2,0.8961,rank_300_500
organize,6,10,1.76,1.97,-0.2,0.8961,rank_300_500
random,6,10,1.76,1.97,-0.2,0.8961,rank_300_500
select,6,10,1.76,1.97,-0.2,0.8961,rank_300_500
almost,4,7,1.18,1.38,-0.2,0.8534,rank_300_500
breaks,4,7,1.18,1.38,-0.2,0.8534,rank_300_500
combat,4,7,1.18,1.38,-0.2,0.8534,rank_300_500
deal,4,7,1.18,1.38,-0.2,0.8534,rank_300_500
hasn't,4,7,1.18,1.38,-0.2,0.8534,rank_300_500
instantly,4,7,1.18,1.38,-0.2,0.8534,rank_300_500
objects,4,7,1.18,1.38,-0.2,0.8534,rank_300_500
os,4,7,1.18,1.38,-0.2,0.8534,rank_300_500
possibly,4,7,1.18,1.38,-0.2,0.8534,rank_300_500
posted,4,7,1.18,1.38,-0.2,0.8534,rank_300_500
related,4,7,1.18,1.38,-0.2,0.8534,rank_300_500
reply,4,7,1.18,1.38,-0.2,0.8534,rank_300_500
seeing,4,7,1.18,1.38,-0.2,0.8534,rank_300_500
versions,4,7,1.18,1.38,-0.2,0.8534,rank_300_500
em,8,11,2.35,2.16,0.19,1.0862,top_100
started,8,11,2.35,2.16,0.19,1.0862,top_100
wanted,8,11,2.35,2.16,0.19,1.0862,top_100
king,6,8,1.76,1.57,0.19,1.1202,top_100
literally,6,8,1.76,1.57,0.19,1.1202,top_100
modded,6,8,1.76,1.57,0.19,1.1202,top_100
testing,6,8,1.76,1.57,0.19,1.1202,top_100
video,6,8,1.76,1.57,0.19,1.1202,top_100
bigger,4,5,1.18,0.98,0.19,1.1948,top_100
doesn,4,5,1.18,0.98,0.19,1.1948,top_100
exact,4,5,1.18,0.98,0.19,1.1948,top_100
flingomatic,4,5,1.18,0.98,0.19,1.1948,top_100
hosting,4,5,1.18,0.98,0.19,1.1948,top_100
lead,4,5,1.18,0.98,0.19,1.1948,top_100
lmao,4,5,1.18,0.98,0.19,1.1948,top_100
qq,4,5,1.18,0.98,0.19,1.1948,top_100
spent,4,5,1.18,0.98,0.19,1.1948,top_100
straight,4,5,1.18,0.98,0.19,1.1948,top_100
subscribed,4,5,1.18,0.98,0.19,1.1948,top_100
came,14,20,4.11,3.93,0.18,1.0455,top_100
yet,12,17,3.53,3.34,0.18,1.0543,top_100
creator,18,26,5.29,5.11,0.17,1.034,top_100
description,26,38,7.64,7.47,0.16,1.0219,top_100
shadow,15,23,4.41,4.52,-0.12,0.974,rank_300_500
case,9,14,2.64,2.75,-0.11,0.9601,rank_300_500
myself,9,14,2.64,2.75,-0.11,0.9601,rank_300_500
feature,7,11,2.06,2.16,-0.11,0.9504,rank_300_500
gives,7,11,2.06,2.16,-0.11,0.9504,rank_300_500
installed,7,11,2.06,2.16,-0.11,0.9504,rank_300_500
note,7,11,2.06,2.16,-0.11,0.9504,rank_300_500
post,7,11,2.06,2.16,-0.11,0.9504,rank_300_500
shows,7,11,2.06,2.16,-0.11,0.9504,rank_300_500
wendy,7,11,2.06,2.16,-0.11,0.9504,rank_300_500
addition,5,8,1.47,1.57,-0.1,0.9335,rank_300_500
