token,top_100_comment_count,rank_300_500_comment_count,top_100_comments_per_1000,rank_300_500_comments_per_1000,comments_per_1000_diff,rate_ratio,dominant_group
links,7,10,2.07,2.03,0.04,1.0205,top_100
loading,7,10,2.07,2.03,0.04,1.0205,top_100
rather,7,10,2.07,2.03,0.04,1.0205,top_100
websites,7,10,2.07,2.03,0.04,1.0205,top_100
wendy,7,10,2.07,2.03,0.04,1.0205,top_100
own,20,29,5.91,5.88,0.03,1.0055,top_100
adding,15,22,4.43,4.46,-0.03,0.994,rank_300_500
call,15,22,4.43,4.46,-0.03,0.994,rank_300_500
breaks,4,6,1.18,1.22,-0.03,0.9719,rank_300_500
exact,4,6,1.18,1.22,-0.03,0.9719,rank_300_500
happy,4,6,1.18,1.22,-0.03,0.9719,rank_300_500
lead,4,6,1.18,1.22,-0.03,0.9719,rank_300_500
points,4,6,1.18,1.22,-0.03,0.9719,rank_300_500
posted,4,6,1.18,1.22,-0.03,0.9719,rank_300_500
pump,4,6,1.18,1.22,-0.03,0.9719,rank_300_500
pushevent,4,6,1.18,1.22,-0.03,0.9719,rank_300_500
spent,4,6,1.18,1.22,-0.03,0.9719,rank_300_500
tool,4,6,1.18,1.22,-0.03,0.9719,rank_300_500
client,33,48,9.75,9.73,0.02,1.0023,top_100
start,26,38,7.68,7.7,-0.02,0.9975,rank_300_500
hidden,9,13,2.66,2.63,0.02,1.0093,top_100
itself,9,13,2.66,2.63,0.02,1.0093,top_100
tree,9,13,2.66,2.63,0.02,1.0093,top_100
yet,13,19,3.84,3.85,-0.01,0.9975,rank_300_500
